id	motivo	tab1	label
2623	me resulta muy bueno poder ver episodios grabados, pero a veces tiene sus fallas 	funcionalidad	3
2624	calidad media, precio elevado	precio	4
2625	la mayor parte de las veces que quiero ver un programa que transmitieron en menos de 24 hs, si es desde el celular se cuelga y no me permite verlo y si es desde la tv no siempre funciona	servicio	7
2626	gggg	otros	9
2627	a veces se opaca el color o no puedo ver programas ya emitidos	servicio	7
2628	no tengo buen sonido	servicio	7
2629	hace tres meses que no tengo servicio x un tema tÈcnico sin resolver x cablevision	relacionamiento	6
2630	no hay buenas pelÌculas ni series	contenido	1
2631	se corta la seÒal muy seguido, no permite o no funciona pausar o retroceder.	servicio	7
2632	a veces no funciona. pedi service y vino 2 horas despu„®s del horario m„†ximo establecido, y sigue colgandose la imagen	servicio	7
2633	es muy bueno	producto	5
2634	no funciona nunca. vinieron a arreglarlo funcionÛ 1 dÌa y nuevamente volviÛ a dejar de funcionar. ya vinieron a mi casa 2 veces.	relacionamiento	6
2635	no hay nada de mi interes	contenido	1
2636	excelente , motivo cuando llamamos siempre se soluciona los problemas 	producto	5
2637	poco amigable. lenta	servicio	7
2638	al querer atrasar o adelantar programas  o al reproducir programas atrasados (dentro de las 24 hs.) reiteradamente se cuelga.	servicio	7
2639	no funciona bien y se tilda a cada rato	servicio	7
2640	no encontre ninguna diferencia  positiva  sobre grilla de canales prexistente reiteracion de peliculas	contenido	1
2641	no funciona bien al ver programas ya emitidos 	servicio	7
2642	no me funciona desde hace 20 dias	servicio	7
2643	gasto en flow, gasten en propaganda. no vale lo que cuesta.	precio	4
2644	hay muy pocas seried y peliculas nuevas y algunad que don viejas hay qure pagar para verlas	contenido	1
2645	el contenido poco variaciÛn en la propuesta .	contenido	1
2646	se corta a cada rato labtransmision	servicio	7
2647	las veces que inente usarlo, no rebobina, no puedo ver programas anteriores. solo funciona la pausa en vivo	servicio	7
2648	no lo uso	no lo uso	0
2649	app inestable. muy complejo seleccionar idioma y subtÌtulos.	servicio	7
2650	fallas en el decodificador	servicio	7
2651	muy mala interfaz de usuario. es incomoda, no muestra sinopsis de peliculas de manera agil. 	funcionalidad	3
2652	no puedo grabar programas desde mis pc y tampoco veo las im·genes de las series.	servicio	7
2653	muy buen servicio	servicio	7
2654	tengo inconvenientes con el aparato, a veces se pone lento, a veces recalienta y me altera la imagen,	servicio	7
2655	no siempre funciona. pierde grabaciones. lo dejo pausado y al volver perdÌ todo...	servicio	7
2656	fallan las grabaciones. poco tiempo de horas de grabaciones. 	servicio	7
2657	no es confiable el internet constante, se interrumpe como siempre cuando mas lo necesito	servicio	7
2658	anda mal el deco nuevo hace como 20 dias...	servicio	7
2659	la programaciÛn es repetitiva	contenido	1
2660	funciona mal	servicio	7
2661	„öltimamente se cae de repente a cualquier hora	servicio	7
2662	todo perfecto por ahora.	producto	5
2663	variedad de series peliculas	contenido	1
2664	es un servicio carisimo para lo que ofrece, anticuado , se traba , depende de la conexion de internet que uds mismos brindam y es muy mala	precio	4
2665	es muy mala la seÒal y lo contrario de barato	servicio	7
2666	no lo entiendo	funcionalidad	3
2667	bueno pero falla bastante	servicio	7
2668	malÌsimo, no funciona bien es viejo , se corta constantemente 	servicio	7
2669	la instalacion sin explicaciones, y el uso complicado por falta de explicaciones. tal vez el equipo que me dieron sea deficiente	funcionalidad	3
2670	no funciona bien y pierde la seÒal	servicio	7
2671	falta de actualizaciÛn de fecha y hora en pantalla desde hace m·s de un mes y bajo volumen en algunos programas	servicio	7
2672	algunas funciones deberÌan mejorarse y el funcionamiento es bastante irregular. muchas veces se tilda y debo reiniciarlo, y lleva bastante tiempo hasta que est· 100% funcional nuevamente.	servicio	7
2673	porquÈ muchas veces los decodificadores no responden ordenes	servicio	7
2674	un servicio en el cual ustedes me dijeron que iba a pagar $2900 por un aÒo sin aumento y no pasaron ni tres meses y ya me aumentaron	precio	4
2675	cobran una barbaridad	precio	4
2676	hace 2 semanas no puedo abrir flow en la app	flow app	2
2677	siempre tienen problemas de conectividad en la zona	servicio	7
2678	problemas con el deco	servicio	7
2679	el mÈtodo de grabaciÛn es inconsistente , no puedo grabar ni borrar episodios grabados que saturan la capacidad para  realizarlo. 	servicio	7
2680	cuando lo usÈ me agradÛ	producto	5
2681	cambio de nombre para seguir siendo un mal servicio.	servicio	7
2682	es carÌsimo	precio	4
2683	es que nunca lo he usado, no sabria como funciona	no lo uso	0
2684	no sabÌa que mi suscripcion incluia flow.	producto	5
2685	por permitir ver programas en diferido fundamentalmente y luego por los contenidos	contenido	1
2686	no me ayudan para las app	relacionamiento	6
2687	se corta la seÒal de internet y cable constantemente	servicio	7
2688	basico	otros	9
2689	los decos tienen actualizaciones muy seguido y suelen tildarse	servicio	7
2690	porque surgen permanentemente inconvenientes. hoy p.ej.no tengo servicio desde las 9 am. llamo a cablevision y un disco informe que hay un desperfecto y estan trabajando. hasta ahora no lo han hecho ahora 1.35 no lo han hecho.	relacionamiento	6
2691	nunca pude ver nada en flow	servicio	7
2692	no me parece pr·ctica la b˙squeda y la reseÒa de las pelÌculas/series	funcionalidad	3
2693	no es malo pero no es amigable el sistema y x eso no lo uso pr·cticamente 	no lo uso	0
2694	no anda correctamente, se corta y hay que reiniciarlo varias veces al dÌa  	servicio	7
2695	se califica con 10 solo a dios. 9 al mejor libro. 8 al mejor Òprofesor y 7 al mejor alumno. flow para mÌ tiene 9. excelente nota.	producto	5
2696	no lo entiendo	funcionalidad	3
2697	porque no cumplieron connla facturacion, me dijeron que me iban a cobrar 2800 $ aprx. y me llego una factrua de mas 5mil	relacionamiento	6
2698	muchas veces flow  no carga  o esta muy lenta. ademas de que mi factura siempre varia. no es algo fijo y seguro	servicio	7
2699	me estafan con los valores facturados, por chat en twitter me prometen descuentos que posteriormente no se reflejan en lo cobradoˇëû una estafa!! falta de palabra	precio	4
2700	excelente aplicaciÛn. la uso s menudo.	producto	5
2701	en lugar de mejorar, desde quw actualuzaron hay funciones que desaparecieron. no se puede ir para atras siquieto ver algo q termino y tpoco para adelante para ver q programa continua. 	funcionalidad	3
2702	en Èste mismo momento tengo problemas para ver canales.	servicio	7
2703	problemas tecnicos bastantes frecuentes.costo del servicio	servicio	7
2704	precio alto	precio	4
2705	precio, calidad del servicio	precio	4
2706	no anda muy bien, tengo que reiniciarlo constantemente, no se puede retroceder cuando no podes ver algo.	servicio	7
2707	porque cunado quiero cambiar de programa me dice que no tengo conexiÛn 	servicio	7
2708	mal servicio	servicio	7
2709	muy lento. poco practico	servicio	7
2710	para lo unico que te atienden es para asociarte despues nadie te atiende	relacionamiento	6
2711	decodificador lento. hay que reiniciarlo a cada rato para que tome las seÒales del control 	servicio	7
2712	por el contenido	contenido	1
2713	todos los dias se cuelga, nunca puedo contactar a nadie del servicio tecnico	servicio	7
2714	me vendieron flow y no llega a mi nuevo domicilio en la provincia de salta. una gran estafa.	relacionamiento	6
2715	fallas varias 	servicio	7
2716	no es bueno. muchas veces al prender pasa programas de la noche anterior. 	servicio	7
2717	muy mala seÒal y conexiÛn. 	servicio	7
2718	muy caro 	precio	4
2719	se	otros	9
2720	son unos ladrones 	precio	4
2721	se corta todo el tiempo. 	servicio	7
2722	no lo se usar y el otro decodificador no anda	servicio	7
2723	tengo un decodificador viejo que tarde y que a veces es imposible entrar a ciertos contenidos	servicio	7
2724	hace tiempo, tengo dificultades con el servicio, nunca lograron resolverlo bien	relacionamiento	6
2725	va muy lento, se tilda y tengo que rehiniciarlo muy seguido.	servicio	7
2726	pelÌculas viejas,series viejas nada nuevo,,cuando te venden  te lo muestran como que va ser interesante desp se quedan en la mediocridad,pagamos tanto para recibir tan poco	contenido	1
2727	tengo 2 y andan realmente mal	servicio	7
2728	las series est·n incompletas, faltan capitulos	contenido	1
2729	excelente sistema y alta definicion.!	producto	5
2730	no siempre anda bien, cada 2x3 se reinicia el servicio o a las 1 de la maÒana parece que hacen un mantenimiento y se corta todo., por otro lado la factura vienen en aumento y sin justificaciÛn alguna.	servicio	7
2731	por ahora sin problemas 	servicio	7
2732	el canal de musica nunca funciona estoy cansada de reclamar	servicio	7
2733	muy lento poco amigable	servicio	7
2734	flow en el decodificador anda lento, tiene bastantes problemas para ver repeticiones que no est·n disponible, o que se cortan o no tienen audio. adem·s no todos tienen audio original para seleccionar. la app mobile solo permite ver el vivo. la app para tv es bastante pesada y la calidad es mala para el ancho de banda que requiere.	servicio	7
2735	siempre se cuelga pero si te cobran una muy salada tarifa	servicio	7
2736	no funciona bien	servicio	7
2737	tengo que desenchufar los tres decos para volverlos a prender	servicio	7
2738	me gusta 	producto	5
2739	me cobran por un producto que funciona  solo 30 dÌas. nadie se hace cargo 	servicio	7
2740	revobinar siempre lo quieren mejorar y funciona peor	servicio	7
2741	cada un par de meses me llega la factura con un aumento gigante de precio. tengo que llamar, me tienen mil aÒos dando vuelta para que despues me renueven un descuento. siempre igual. y obviamente el mes que me llego la factura alta tengo que pagarla xq el descuento es recien para el mes siguiente.	precio	4
2742	el servicio es malo. la calidad de imagen y sonido no es acorde al costo ni a otras transmisiones digitales hd (en incluso uhd). 	servicio	7
2743	porque antes flow podÌa ver una pelÌcula que habÌa perdido o pasar para adelante para ver que daban ahora no se puede no se porque lo cambiaron.. o el control que tengo ya no sirve.	contenido	1
2744	fallas muy seguido para ver la transmisiÛn televisiva	servicio	7
2745	el deco se reinicia frecuÈnteme y hay que esperar varios minutos que carge info para volver a ver 	servicio	7
2746	se corta a cada rato y tengo que reiniciarlo. es un incordio, sobre todo cuando est· por terminar alguna serie y me quedo sin saber el final.	servicio	7
2747	funciona p„âsimo 	servicio	7
2748	el serivcio no anda y hace meses que llamo a cablevision y no me dan solucion	relacionamiento	6
2749	la amplia oferta de programas, el poder ver los programas cuando pueda o quiera	funcionalidad	3
2750	hay q reiciarlo muy seguido 	servicio	7
2751	no funciona bien el servicio	servicio	7
2752	excelente 	producto	5
2753	el 70% de las veces se tilda, tengo que desenchufar de la corriente para que empiece a funcionar. esto lo tengo que hacer 3 o 4 veces y termina cansando	servicio	7
2754	las series espaÒolas	contenido	1
2755	se tilda muy seguido	servicio	7
2756	no lo uso y no hay atenciÛn al cliente entras por la p·gina para chatear con un operar y el trato.que recibÌs es lamentable solo te dicen que sector de venta y te pones chat terminado horrible el trato	no lo uso	0
2757	no me interesa recomendar	otros	9
2758	es muy caro	precio	4
2759	errores frecuentes en las facturas que me hacen estar en un estado de alerta casi permanente. esta vez que he vuelta, lo hemos podido resolver siempre. por otra parte la seÒal suele ser muy buena y son contadas las veces que se bloquea o pixela.	relacionamiento	6
2760	alto costo en comparaciÛn de los servicios y calidad brindados	precio	4
2761	no funciona bien	servicio	7
2762	se corta continuamente	servicio	7
2763	se corta, reinicia...muchas veces no se puede rebobinar o ver programas anteriores 	servicio	7
2764	eficacia y pronta atenciÛn	servicio	7
2765	funciona mal el deco	servicio	7
2766	falla mucho	servicio	7
2767	hay que apagarlo a cada rato	servicio	7
2768	muy caro	precio	4
2769	porque en flow no se puede ver nada todo se paga ap· orte 	contenido	1
2770	a veces se cuelga y no puedo ver nada	servicio	7
2771	esun desastre! anda mal!	servicio	7
2772	pocas opciones de peliculas y series. no se puede buscar peliculas por idioma. no se puede grabar siempre. a veces se reinicia solo. 	contenido	1
2773	se corta el servicio a menudo, coincidiendo coincidiendo con lod momentos en que mas es requerido, ej sabdos  y viernes a la noche	servicio	7
2774	el funcionamiento del decodificador es bastante malo	servicio	7
2775	la oferta de series y pelÌculas	contenido	1
2776	anda mal, 	servicio	7
2777	servicio mediocre , se corta , se interrumpe , se pixela y peor aun demora en atender el reclamo 	servicio	7
2778	no tiene nada interesante para ofrecer y es carisimo....	contenido	1
2779	x el cervicio que ofrese	servicio	7
2780	la app en celular o en la tv anda pesimo	flow app	2
2781	no funciona correctamente. hice el reclamo y no lo solucionaron hace tiempo	servicio	7
2782	mi deco es un desastre se queda sin sonido o cambio de canal y sigue el sonido del canal anterior todo el tiempo tengo que resetear	servicio	7
2783	tienen una  malisima progaacion y siguen los problema con las gabraciones y los cambios de subtitulos	contenido	1
